,00,000,01,02,03,04,05,08,09,10,11,12,20,2000,2001,30,713,also,available,best,business,call,cc,com,communications,company,conference,contact,corp,could,crenshaw,day,development,ect,edu,email,energy,enron,fax,forward,forwarded,free,gas,get,good,group,help,hou,houston,http,information,john,kaminski,know,let,like,list,look,mail,make,management,market,may,meeting,message,model,need,new,next,one,please,pm,power,price,program,project,regards,research,risk,see,send,sent,shirley,stinson,subject,th,thank,thanks,think,time,us,use,vince,want,week,well,work,would,www,year
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5504672998668719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25146242811354025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3209450954467506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270600538479983,0.0,0.0,0.265027261880668,0.3042931316788186,0.24763602420091557,0.3467329528454123,0.0,0.0,0.3363642262633394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.18093425095346843,0.06548636727824968,0.0,0.12920249342692844,0.13539360137860257,0.0,0.06668586955138571,0.0,0.11615930601665747,0.0,0.0,0.0,0.283144789807026,0.0,0.0,0.05344226401756002,0.0,0.0,0.0,0.0,0.12664912608377488,0.1310653242512789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19514167110814148,0.0,0.0567638461063415,0.1309144626416305,0.3092446490469233,0.0,0.05834872734945996,0.11185975654053906,0.0,0.0,0.10567854283882049,0.061801955818882176,0.0,0.0,0.1502988121390968,0.060984563292386496,0.05834872734945996,0.05340922814838817,0.0,0.31087378339766797,0.0,0.0,0.19712934820067546,0.0,0.0,0.11345043817258833,0.0585370281161363,0.1915779227571283,0.0,0.0,0.1259209158902891,0.0568607223204192,0.0,0.0,0.0,0.0,0.1040704744174961,0.0,0.19029174781864766,0.0,0.0,0.0,0.0,0.0,0.05457977032531533,0.06448967987758136,0.0,0.0,0.062197781586457404,0.0,0.0,0.11871870866725726,0.0,0.06035716170404498,0.0457020572359575,0.0,0.0,0.05437150495867822,0.0,0.48031268663979054,0.0,0.061413376698160965,0.0,0.058390427837643255,0.21289942884650834,0.0,0.06776161155387968
2,0.0,0.0,0.0,0.0,0.0,0.07320741848800998,0.07671536186202066,0.07581573545485114,0.07556975457669685,0.0,0.0,0.0,0.0,0.05286796797789009,0.0,0.0,0.0,0.060561837207776595,0.0,0.0,0.0,0.0,0.04784043676163938,0.0,0.0,0.0,0.0,0.0,0.07239725982919862,0.0,0.08157475000897704,0.0,0.0,0.442276850929128,0.7963566240398864,0.0,0.0,0.13141582161546808,0.0,0.0,0.0,0.0,0.0,0.0,0.07003520633398923,0.0,0.0,0.2270954736074137,0.0,0.0,0.0,0.0,0.05032690834919125,0.05336279424273835,0.0,0.0,0.07642380427718186,0.0,0.0,0.0,0.0,0.0,0.05962493868874457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053910598967090606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07381720553968747,0.0,0.04484480114503548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08373844551067122,0.0,0.0,0.0,0.0,0.14475712197216375,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195721390641573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2037189327083802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26163464390843666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667801430981594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5778725019694257,0.0,0.0,0.0,0.2403351753696337,0.0,0.0,0.0,0.0,0.4484595409446492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14409786277948197,0.0,0.458634551361205
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33063053041039614,0.0,0.05534148895659373,0.0,0.0,0.0,0.0,0.056519396350401895,0.28633941647596217,0.05885110524049142,0.0,0.3842565953405656,0.0,0.0646340385790591,0.0,0.17648665376966874,0.0,0.0,0.0,0.1255068027602146,0.0,0.0,0.0,0.055473310396579524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24054023301319036,0.0,0.0,0.2851107954734215,0.10438992049857859,0.0,0.0,0.046018942944188804,0.0,0.0,0.0,0.0,0.05543556156841227,0.0,0.24962982140260212,0.067328463115898,0.0,0.0,0.0,0.0,0.16120398525471843,0.16327052518670465,0.0,0.050852207227692514,0.14240364282749982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25209398408438405,0.05562499644987855,0.0,0.0,0.0,0.0,0.0,0.06448765141291014,0.0,0.0,0.0,0.04655270977287325,0.15940607859718098,0.0,0.0,0.0,0.0,0.06173240534213088,0.057062911515165946,0.0,0.44059468399672563,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6271966003395723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30396721421397377,0.0,0.0,0.0,0.2453125260407911,0.0,0.2567359286754449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1897772694485364,0.0,0.0,0.0,0.0,0.0,0.29662086999228165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31993247973704325,0.0,0.0,0.2218195639696955,0.335524546993811,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45760772164095825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5340038567929114,0.0,0.0,0.0,0.2510588637092456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22169320524853442,0.0,0.5817983996645607,0.0,0.0,0.0,0.18724588794123304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14037885639004183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33055176198951747,0.0,0.5532830456709171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1802697541764902,0.14703717343441164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16139993861396543,0.14252143576848744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13045631369825325,0.0,0.2169525979657769,0.0,0.0,0.0,0.0,0.14703717343441164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27205271351493904,0.0,0.0,0.2669432193992036,0.0,0.0,0.0,0.0,0.0,0.13907694742512267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48354216051926746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
